videoId,title,description,publishedAt,duration,channelId,channelTitle,thumbnail_url,viewCount,likeCount,commentCount,categoryId,topics
VbvkT2Y-00Y,Probando comida callejera en VENEZUELA 🇻🇪🫓,"Luisillo El Gordillo se aventura por Venezuela. Fue una deliciosa y muy frita aventura…

Momentos en el video:

00:00 Intro
01:50 Empanada gigante
05:44 Pabellón
07:38 Pepitos de 2 metros 
12:52 Arepas
16:26 Cachapa
17:44 Despedida

Música por: https://selloregional.com/

- Cámbiate a PILLOFON, mi compañía telefónica https://pillofon.mx/
- Checa REY PALOMO, mi marca de ropa https://elreypalomo.com/
- Mi podcast ""En Cortinas"" https://www.youtube.com/channel/UCBGTa75yKQ84Q6Pcr3NQ_RA
- Mi canal de historias @Luisito Comunica Stories   https://www.youtube.com/channel/UCMw2OXRkEZ72sYBy8T56tqA

¡SUSCRÍBETE!

- Sígueme en Instagram @LuisitoComunica http://www.instagram.com/LuisitoComunica
- Sígueme en Facebook http://www.facebook.com/LuisitoComunica
- Twitter https://www.twitter.com/LuisitoComunica",2021-09-01T20:13:25Z,PT18M29S,UCECJDeK0MNapZbpaOzxrUPA,Luisito Comunica,https://i.ytimg.com/vi/VbvkT2Y-00Y/default.jpg,26008947,565508,29027,23,"https://en.wikipedia.org/wiki/Food,https://en.wikipedia.org/wiki/Lifestyle_(sociology)"
XvrngnRhOis,Visitando un SUPERMERCADO EN CHINA!,"Desde dulces deliciosos hasta tortugas por kilo... Bienvenido a LuisiToooops...

* Música: Arigato - Myster https://youtu.be/TrXiq2SprEU

¡SUSCRÍBETE!

- Twitter @LuisitoComunica :::: https://www.twitter.com/LuisitoComunica
- Facebook :::: http://www.facebook.com/LuisitoComunica
- Instagram @LuisitoComunica :::: http://www.instagram.com/LuisitoComunica
- Vine @LuisitoComunica",2017-03-30T22:24:49Z,PT11M49S,UCECJDeK0MNapZbpaOzxrUPA,Luisito Comunica,https://i.ytimg.com/vi/XvrngnRhOis/default.jpg,25981599,526230,21067,23,"https://en.wikipedia.org/wiki/Food,https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Tourism"
BxnBmK0Gr2c,Probando COMIDA CALLEJERA en Guatemala 🐖🇬🇹,"Luisillo El Gordillo ha devorado en tierras guatemaltecas.

- Música https://soundcloud.com/kumbale/01-jungla-de-fuego-pueblo
* Used under a Creative Commons License granted through Soundcloud https://creativecommons.org/licenses/by/3.0/ / Utilizadas bajo una licencia Creative Commons otorgada a través de Soundcloud https://creativecommons.org/licenses/by/3.0/

¡SUSCRÍBETE!

- Twitter https://www.twitter.com/LuisitoComunica
- Facebook http://www.facebook.com/LuisitoComunica
- Instagram http://www.instagram.com/LuisitoComunica",2019-07-29T18:15:02Z,PT16M14S,UCECJDeK0MNapZbpaOzxrUPA,Luisito Comunica,https://i.ytimg.com/vi/BxnBmK0Gr2c/default.jpg,25914616,614813,48039,23,"https://en.wikipedia.org/wiki/Food,https://en.wikipedia.org/wiki/Lifestyle_(sociology)"
2I5Qh35SSP0,Volé con la aerolínea más costosa EMIRATES  💸 ¿Vale la pena pagar TANTO? 🛩️,"Muy grata experiencia. Me ha encantado :D

¡SUSCRÍBETE!

- Twitter https://www.twitter.com/LuisitoComunica
- Facebook http://www.facebook.com/LuisitoComunica
- Instagram http://www.instagram.com/LuisitoComunica",2019-12-20T23:22:02Z,PT18M59S,UCECJDeK0MNapZbpaOzxrUPA,Luisito Comunica,https://i.ytimg.com/vi/2I5Qh35SSP0/default.jpg,25317679,610349,17360,23,https://en.wikipedia.org/wiki/Lifestyle_(sociology)
_LGICP29iHg,Probando COMIDA CALLEJERA en COREA DEL SUR 🇰🇷🥢,"Desde lo más sabroso hasta lo menos apetitoso, Luisillo El Gordillo lo devorará como un oso. 

00:00 INTRO
0:57 Topokki - salchicha de arroz
03:00 Pizza Sur Coreana
04:28 Japchae - fideos clásicos
06:23 Barbacoa Coreana
08:21 Raíz extraña
09:20 AGAR-AGAR - Gelatina rara 
11:03 Banderillas de''Omu''.
11:52 Donas coreanas
13:22 Helado con malvavisco
14:34 Galleta moneda
16:16 Intestino de cerdo
18:12 Puestos callejeros
19:02 Despedida

- Cámbiate a PILLOFON, mi compañía telefónica https://pillofon.mx/
- Checa REY PALOMO, mi marca de ropa https://elreypalomo.com/
- Mi podcast ""En Cortinas"" https://www.youtube.com/channel/UCBGTa75yKQ84Q6Pcr3NQ_RA
- Mi canal de historias @Luisito Comunica Stories   https://www.youtube.com/channel/UCMw2OXRkEZ72sYBy8T56tqA

¡SUSCRÍBETE!

- Sígueme en Instagram @LuisitoComunica http://www.instagram.com/LuisitoComunica
- Sígueme en Facebook http://www.facebook.com/LuisitoComunica
- Twitter https://www.twitter.com/LuisitoComunica",2022-08-05T18:54:57Z,PT19M35S,UCECJDeK0MNapZbpaOzxrUPA,Luisito Comunica,https://i.ytimg.com/vi/_LGICP29iHg/default.jpg,25211714,302316,4572,24,"https://en.wikipedia.org/wiki/Food,https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Tourism"
zge0FVqIqAw,Así es el castillo real de DRÁCULA en Transilvania 🧛‍♂️🏰,"¿El castillo de Drácula realmente es la experiencia que uno espera?

- Música https://soundcloud.com/pakapirecords/el-zombieflash-resiste
* Usada bajo licencia Creative Commons 3.0 otorgada a través de Soundcloud https://creativecommons.org/licenses/by/3.0/ / Used under a Creative Commons 3.0 license granted through Soundcloud https://creativecommons.org/licenses/by/3.0/

¡SUSCRÍBETE!

- Twitter https://www.twitter.com/LuisitoComunica
- Facebook http://www.facebook.com/LuisitoComunica
- Instagram http://www.instagram.com/LuisitoComunica",2019-06-28T18:15:01Z,PT16M41S,UCECJDeK0MNapZbpaOzxrUPA,Luisito Comunica,https://i.ytimg.com/vi/zge0FVqIqAw/default.jpg,24941268,629831,21516,23,"https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Tourism"
w-pIBtP21vc,Probando comida callejera en INDIA | ¿La “más sucia” del mundo? 🇮🇳,"Luisillo El Gordillo recorre las calles del subcontinente de India y se encuentra con menudas delicias picantes. 

00:00 Intro
00:32 Comida en india
01:16 Barata y picosa
02:20 Aloo tikk
03:40 Son vegetarianos
04:20 Daal Baati
06:12 Cocinas economicas
06:35 Taali
08:14 Les encanta sudar
09:20 Gulab yamun
10:27 Mirchi bada
12:34 Tradicional digestivo
15:10 Samosa
16:23 Pani patasi
17:25 Despedida

- Cámbiate a PILLOFON, mi compañía telefónica https://pillofon.mx/
- Checa REY PALOMO, mi marca de ropa https://elreypalomo.com/
- Mi podcast ""En Cortinas"" https://www.youtube.com/channel/UCBGTa75yKQ84Q6Pcr3NQ_RA
- Mi canal de historias @Luisito Comunica Stories   https://www.youtube.com/channel/UCMw2OXRkEZ72sYBy8T56tqA

¡SUSCRÍBETE!

- Sígueme en Instagram @LuisitoComunica http://www.instagram.com/LuisitoComunica
- Sígueme en Facebook http://www.facebook.com/LuisitoComunica
- Twitter https://www.twitter.com/LuisitoComunica",2023-03-22T18:03:24Z,PT18M12S,UCECJDeK0MNapZbpaOzxrUPA,Luisito Comunica,https://i.ytimg.com/vi/w-pIBtP21vc/default.jpg,24929508,295855,9078,24,"https://en.wikipedia.org/wiki/Food,https://en.wikipedia.org/wiki/Lifestyle_(sociology)"
rHX7kSX7L0k,Pasé un día con una tribu de cazadores africanos | ¿Cómo viven? | Hadzabes - Tanzania,"Ve las escenas sin censura que no incluí en este reportaje AQUÍ https://youtu.be/pFipb5IZOVM

¡SUSCRÍBETE!

- Twitter https://www.twitter.com/LuisitoComunica
- Facebook http://www.facebook.com/LuisitoComunica
- Instagram http://www.instagram.com/LuisitoComunica",2020-10-01T23:24:39Z,PT24M28S,UCECJDeK0MNapZbpaOzxrUPA,Luisito Comunica,https://i.ytimg.com/vi/rHX7kSX7L0k/default.jpg,24367391,531102,23784,23,"https://en.wikipedia.org/wiki/Hobby,https://en.wikipedia.org/wiki/Lifestyle_(sociology)"
UuTcTAu__pY,Probando comida callejera en TURQUÍA | ¿El origen de los tacos?,"A los turcos les gusta jugar con la comida. Mi mamá toda mi vida me dijo que eso no se hace, pero ellos parecen divertirse haciéndolo. ¡Luisillo el Gordillo está de vuelta! :D

* Música por TURGAY ÖZÇELİK - VUR PATLASIN ÇAL OYNASIN https://www.youtube.com/channel/UCtyqTW92AIERjGiE96L2xew
- Used under license Creative Commons 3.0 https://creativecommons.org/licenses/by/3.0/
- As listed on the Creative Commons section of YouTube, all terms are respected https://support.google.com/youtube/answer/2797468

¡SUSCRÍBETE!

- Twitter https://www.twitter.com/LuisitoComunica
- Facebook http://www.facebook.com/LuisitoComunica
- Instagram http://www.instagram.com/LuisitoComunica",2017-12-09T18:47:49Z,PT10M47S,UCECJDeK0MNapZbpaOzxrUPA,Luisito Comunica,https://i.ytimg.com/vi/UuTcTAu__pY/default.jpg,24182134,574117,25844,23,"https://en.wikipedia.org/wiki/Food,https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Tourism"
klsmySdNbiU,Probando comida callejera en COLOMBIA 🇨🇴 | ¿La verdadera arepa? 🫓😋,"Luisillo El Gordillo se aventura por Colombia. Fue una deliciosa travesía

- Cámbiate a PILLOFON, mi compañía telefónica https://pillofon.mx/
- Checa REY PALOMO, mi marca de ropa https://elreypalomo.com/
- Mi podcast ""En Cortinas"" https://www.youtube.com/channel/UCBGTa75yKQ84Q6Pcr3NQ_RA
- Mi canal de historias @Luisito Comunica Stories   https://www.youtube.com/channel/UCMw2OXRkEZ72sYBy8T56tqA

¡SUSCRÍBETE!

- Sígueme en Instagram @LuisitoComunica http://www.instagram.com/LuisitoComunica
- Sígueme en Facebook http://www.facebook.com/LuisitoComunica
- Twitter https://www.twitter.com/LuisitoComunica",2021-06-07T21:38:10Z,PT18M50S,UCECJDeK0MNapZbpaOzxrUPA,Luisito Comunica,https://i.ytimg.com/vi/klsmySdNbiU/default.jpg,24106322,537260,54929,24,"https://en.wikipedia.org/wiki/Food,https://en.wikipedia.org/wiki/Lifestyle_(sociology)"
QX4SIUwYOHE,La vida de los africanos nómadas ganaderos | Mundari: Sudán del Sur 🇸🇸,"Ve la segunda parte de esta tribu aquí https://youtu.be/XQM0MZYUweI👈🏽

- Cámbiate a PILLOFON, mi compañía telefónica https://pillofon.mx/
- Checa REY PALOMO, mi marca de ropa https://elreypalomo.com/
- Mi podcast ""En Cortinas"" https://www.youtube.com/channel/UCBGTa75yKQ84Q6Pcr3NQ_RA
- Mi canal de historias @Luisito Comunica Stories   https://www.youtube.com/channel/UCMw2OXRkEZ72sYBy8T56tqA

¡SUSCRÍBETE!

- Sígueme en Instagram @LuisitoComunica http://www.instagram.com/LuisitoComunica
- Sígueme en Facebook http://www.facebook.com/LuisitoComunica
- Twitter https://www.twitter.com/LuisitoComunica",2021-03-03T22:04:57Z,PT16M48S,UCECJDeK0MNapZbpaOzxrUPA,Luisito Comunica,https://i.ytimg.com/vi/QX4SIUwYOHE/default.jpg,23579600,455337,15175,23,
TyMUxoQxIPA,Me dejan entrar a este país con la condición de no grabar NADA de lo que pasa...,"* En mi Twitter está la información más actualizada sobre nuestra misión: https://twitter.com/LuisitoComunica/status/935970259689000960

- Puedes donar y enterarte más de la situación aquí: https://www.gofundme.com/love-army-for-rohingya
* Todas las donaciones serán recaudadas por Love Army y destinadas de manera directa

* Actualmente en Bangladesh comunicando para América Latina:
- https://twitter.com/JuanamartinezH
- https://twitter.com/Juanjaramilloe
- https://twitter.com/villalobossebas

¡SUSCRÍBETE!

- Twitter https://www.twitter.com/LuisitoComunica
- Facebook http://www.facebook.com/LuisitoComunica
- Instagram http://www.instagram.com/LuisitoComunica",2017-11-29T20:42:16Z,PT10M39S,UCECJDeK0MNapZbpaOzxrUPA,Luisito Comunica,https://i.ytimg.com/vi/TyMUxoQxIPA/default.jpg,23223914,941988,29567,23,"https://en.wikipedia.org/wiki/Politics,https://en.wikipedia.org/wiki/Society"
ywk4JiHqV8E,Viajé al país más pobre del mundo: ¿cómo es la vida? | Sudán del Sur 🇸🇸,"Visitamos Sudán del Sur, país que en 2021, de acuerdo a diversos estudios, es el país más pobre del mundo. Un estilo de vida muy contrastable.

- Mi podcast ""En Cortinas"" https://www.youtube.com/channel/UCBGTa75yKQ84Q6Pcr3NQ_RA
- Mi canal de historias @Luisito Comunica Stories   https://www.youtube.com/channel/UCMw2OXRkEZ72sYBy8T56tqA

¡SUSCRÍBETE!

- Sígueme en Instagram @LuisitoComunica http://www.instagram.com/LuisitoComunica
- Sígueme en Facebook http://www.facebook.com/LuisitoComunica
- Twitter https://www.twitter.com/LuisitoComunica",2021-02-26T22:17:49Z,PT25M54S,UCECJDeK0MNapZbpaOzxrUPA,Luisito Comunica,https://i.ytimg.com/vi/ywk4JiHqV8E/default.jpg,22517071,366817,19560,23,https://en.wikipedia.org/wiki/Lifestyle_(sociology)
8h6xJcH-mX8,Los dentistas y doctores CALLEJEROS de Pakistán 🇵🇰👨🏽‍⚕️,"Comienza la aventura por Pakistán. Suscríbete, que no te querrás perder ni uno de los épicos videos que se vienen :D

- Cámbiate a PILLOFON, mi compañía telefónica https://pillofon.mx/
- Checa REY PALOMO, mi marca de ropa https://elreypalomo.com/
- Mi podcast ""En Cortinas"" https://www.youtube.com/channel/UCBGTa75yKQ84Q6Pcr3NQ_RA
- Mi canal de historias @Luisito Comunica Stories   https://www.youtube.com/channel/UCMw2OXRkEZ72sYBy8T56tqA

¡SUSCRÍBETE!

- Sígueme en Instagram @LuisitoComunica http://www.instagram.com/LuisitoComunica
- Sígueme en Facebook http://www.facebook.com/LuisitoComunica
- Twitter https://www.twitter.com/LuisitoComunica

Editor:@YEIYO1",2021-03-29T20:05:37Z,PT20M57S,UCECJDeK0MNapZbpaOzxrUPA,Luisito Comunica,https://i.ytimg.com/vi/8h6xJcH-mX8/default.jpg,22424006,468098,27143,23,https://en.wikipedia.org/wiki/Society
dFzM3LlQjAA,¿Cómo es dormir en un HOTEL BURBUJA? | Camping Lujoso,"Vaya dato burbujeador...

¡SUSCRÍBETE!

- Twitter https://www.twitter.com/LuisitoComunica
- Facebook http://www.facebook.com/LuisitoComunica
- Instagram http://www.instagram.com/LuisitoComunica",2020-02-19T19:01:14Z,PT13M27S,UCECJDeK0MNapZbpaOzxrUPA,Luisito Comunica,https://i.ytimg.com/vi/dFzM3LlQjAA/default.jpg,22273096,618939,18064,23,"https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Tourism"
RX1KvKsGx2w,"Visité la ciudad donde solamente vive una persona | Epecuén, Argentina","¡SUSCRÍBETE!

-Música: https://soundcloud.com/la-cantina/about-the-mule
* Used under a Creative Commons License granted through Soundcloud https://creativecommons.org/licenses/... / Utilizadas bajo una licencia Creative Commons otorgada a través de Soundcloud https://creativecommons.org/licenses/...

- Twitter https://www.twitter.com/LuisitoComunica
- Facebook http://www.facebook.com/LuisitoComunica
- Instagram http://www.instagram.com/LuisitoComunica",2019-05-07T18:45:00Z,PT19M30S,UCECJDeK0MNapZbpaOzxrUPA,Luisito Comunica,https://i.ytimg.com/vi/RX1KvKsGx2w/default.jpg,22162329,803006,44270,23,"https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Tourism"
K96CdjiF3FQ,Probando COMIDA CALLEJERA en Panamá,"Luisillo El Gordillo se aventura por tierras panameñas. Se vuelve más gordo de lo que ya era.

- Nueva línea de ropa Rey Palomo https://elreypalomo.com/

- Música https://soundcloud.com/dj-nirso/psicodelica-con-arpa-dj-nirso
* Usada bajo licencia Creative Commons 3.0 otorgada a través de Soundcloud https://creativecommons.org/licenses/by/3.0/

¡SUSCRÍBETE!

- Twitter https://www.twitter.com/LuisitoComunica
- Facebook http://www.facebook.com/LuisitoComunica
- Instagram http://www.instagram.com/LuisitoComunica",2019-04-09T20:15:01Z,PT19M21S,UCECJDeK0MNapZbpaOzxrUPA,Luisito Comunica,https://i.ytimg.com/vi/K96CdjiF3FQ/default.jpg,22179477,423610,26816,23,"https://en.wikipedia.org/wiki/Food,https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Tourism"
DtMkpxWkV3o,EL PEOR DESAYUNO!,"Una aventura más por las calles de Nueva York.

- Música (mix) por DJ Masaya: https://soundcloud.com/dj_masaya

¡SUSCRÍBETE!

- Twitter @LuisitoComunica :::: https://www.twitter.com/LuisitoComunica
- Facebook :::: http://www.facebook.com/LuisitoComunica
- Instagram @LuisitoComunica :::: http://www.instagram.com/LuisitoComunica
- Vine @LuisitoComunica",2016-06-24T22:10:48Z,PT12M35S,UCECJDeK0MNapZbpaOzxrUPA,Luisito Comunica,https://i.ytimg.com/vi/DtMkpxWkV3o/default.jpg,22053396,477317,13731,23,"https://en.wikipedia.org/wiki/Food,https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Tourism"
K00UfYqG0n4,Compré el iPhone 11: ¿vale la pena gastar TANTO?,"Nueva merch palomona aquí https://elreypalomo.com/collections/todos-los-productos?sort_by=created-descending

Música por :https://soundcloud.com/montoyamusic
¡SUSCRÍBETE!

- Twitter https://www.twitter.com/LuisitoComunica
- Facebook http://www.facebook.com/LuisitoComunica
- Instagram http://www.instagram.com/LuisitoComunica",2019-09-23T20:37:51Z,PT12M42S,UCECJDeK0MNapZbpaOzxrUPA,Luisito Comunica,https://i.ytimg.com/vi/K00UfYqG0n4/default.jpg,22042494,762639,56374,23,"https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Technology"
BoVDhmRD7H0,Un día trabajando en una RESERVA DE PANDAS! | China,"Participé en un programa de voluntariado, en el cual pude ver muchísimos pandas y aprender sobre estos ÉPICOS animales.

- Trailer de ""Nacidos en China"" https://youtu.be/jGFutnfRncA

* Música: Cool Shìjì - Driussi https://youtu.be/Apfkm6ahdi4
- Descárgala en Soundcloud! https://soundcloud.com/joaquindriussi/cool-shiji
- Sigue a Driussi en Instagram https://www.instagram.com/joacodriussi/
- Sigue a Driussi en Soundcloud https://soundcloud.com/joaquindriussi

¡SUSCRÍBETE!

- Twitter @LuisitoComunica :::: https://www.twitter.com/LuisitoComunica
- Facebook :::: http://www.facebook.com/LuisitoComunica
- Instagram @LuisitoComunica :::: http://www.instagram.com/LuisitoComunica
- Vine @LuisitoComunica",2017-04-21T18:27:35Z,PT12M40S,UCECJDeK0MNapZbpaOzxrUPA,Luisito Comunica,https://i.ytimg.com/vi/BoVDhmRD7H0/default.jpg,22009840,596708,21577,23,"https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Tourism"
nGvd0HETDWI,¿Por qué dicen que éste es EL MEJOR país del mundo? | Finlandia,"Finlandia es un país con un desarrollo que impresiona a muchos. Aquí el comienzo de esta travesía. 

Momentos en el video:
00:00 INTRO
02:52 Aman los saunas
04:09 Los extranjeros no se acostumbran a vivir ahí. 
05:17 La calle derrite la nieve automáticamente
05:51 Palabras en finlandés
06:43 La famosa catedral de Helsinki  
07:00 Multas de velocidad Millonarias
09:10 La biblioteca más moderna del mundo
10:34 Impresoras 3d
11:12 Estudios profesionales de grabación
11:35 Puedes rentar videojuegos y películas gratis.
12:12 Es un país muy bebedor
13:37 Aquí son las oficinas de SUPER CELL creadores de Clash Royale 
14:26 Transporte publico muy moderno
14:41 No te piden nunca tu boleto
15:11 Sí te cachan debes pagar una gran multa
16:38 Despedida.

- Cámbiate a PILLOFON, mi compañía telefónica https://pillofon.mx/
- Checa REY PALOMO, mi marca de ropa https://elreypalomo.com/
- Mi podcast ""En Cortinas"" https://www.youtube.com/channel/UCBGTa75yKQ84Q6Pcr3NQ_RA
- Mi canal de historias @Luisito Comunica Stories   https://www.youtube.com/channel/UCMw2OXRkEZ72sYBy8T56tqA

¡SUSCRÍBETE!

- Sígueme en Instagram @LuisitoComunica http://www.instagram.com/LuisitoComunica
- Sígueme en Facebook http://www.facebook.com/LuisitoComunica
- Twitter https://www.twitter.com/LuisitoComunica",2021-12-06T19:29:44Z,PT17M21S,UCECJDeK0MNapZbpaOzxrUPA,Luisito Comunica,https://i.ytimg.com/vi/nGvd0HETDWI/default.jpg,21995410,315867,9080,23,"https://en.wikipedia.org/wiki/Politics,https://en.wikipedia.org/wiki/Society"
WoHOmR0ACac,Así era vivir adentro de un campo de concentración NAZI | Sachsenhausen,"Una de las muestras más fuertes de discriminación que la humanidad ha dejado...

* Música: Solitude - Muciojad https://youtu.be/TLf8Ll3drJc
- Usada con licencia Creative Commons 3.0 https://creativecommons.org/licenses/by-sa/3.0/
- Soundcloud del artista https://soundcloud.com/muciojad/solitude
- Facebook del artista https://www.facebook.com/MuciojadMusic
- Bandcamp del artista https://muciojad.bandcamp.com/releases

- Ve el video que Andy hizo ese día https://www.youtube.com/user/AndyGMes

¡SUSCRÍBETE!

- Twitter https://www.twitter.com/LuisitoComunica
- Facebook http://www.facebook.com/LuisitoComunica
- Instagram http://www.instagram.com/LuisitoComunica",2017-09-13T19:29:46Z,PT14M30S,UCECJDeK0MNapZbpaOzxrUPA,Luisito Comunica,https://i.ytimg.com/vi/WoHOmR0ACac/default.jpg,21726752,865894,38609,23,
km_Z-0ocFpg,¿Cómo es criar a un hijo ADENTRO de la cárcel? | Prisión de Mujeres,"Más videos de la vida en prisión aquí:
- Cárcel muy vieja y corrompida https://youtu.be/9S_cpitI3jU
- Cárcel de máxima seguridad https://youtu.be/VWmcAc7XaKw
- Cierre de prisión de mujeres https://youtu.be/iOb13SoAJE8
- Celdas familiares para mujeres https://youtu.be/j8jGeIZXNe0

¡SUSCRÍBETE!

Música por: https://soundcloud.com/vrunomusic


Infórmate sobre las labores de @Reinaserta aquí https://reinserta.org/
- Twitter https://www.twitter.com/LuisitoComunica
- Facebook http://www.facebook.com/LuisitoComunica
- Instagram http://www.instagram.com/LuisitoComunica",2020-01-23T20:45:27Z,PT13M2S,UCECJDeK0MNapZbpaOzxrUPA,Luisito Comunica,https://i.ytimg.com/vi/km_Z-0ocFpg/default.jpg,21620388,709204,32997,23,https://en.wikipedia.org/wiki/Society
uUPENpBbE5s,Viajé al POLO NORTE | ¿Cómo es la fría vida? 🧊🥶,"Nos aventuramos por la Laponia Finlandesa, territorio dentro del círculo polar ártico. Según ciertas interpretaciones, este sitio está dentro del Polo Norte. La vida es muy diferente…

Momentos en el video:
00:00 INTRO
00:58 ¿Dónde esta el polo norte?
04:02 Caminado por un lago congelado 
05:42 Nadan dentro del hielo
06:33 Paseo en trineo para nieve
07:11 Perrito perdido en la nieve
08:06 Más de 100 perros viven acá
08:20 ¿Cómo manejar un trineo?
10:52 Mis pestañas están congeladas 
11:37 ¿Por qué usan perros para los trineos?
13:21 Paseo por la noche en Moto nieve
14:48 Aurora boreales por las noches
15:23 A las 4:00 pm ya es de noche
16:56 Los coches se congelan muy rápido
17:43 Soy el meme de Jack Nicholson
18:00 Despedida

- Cámbiate a PILLOFON, mi compañía telefónica https://pillofon.mx/
- Checa REY PALOMO, mi marca de ropa https://elreypalomo.com/
- Mi podcast ""En Cortinas"" https://www.youtube.com/channel/UCBGTa75yKQ84Q6Pcr3NQ_RA
- Mi canal de historias @Luisito Comunica Stories   https://www.youtube.com/channel/UCMw2OXRkEZ72sYBy8T56tqA

¡SUSCRÍBETE!

- Sígueme en Instagram @LuisitoComunica http://www.instagram.com/LuisitoComunica
- Sígueme en Facebook http://www.facebook.com/LuisitoComunica
- Twitter https://www.twitter.com/LuisitoComunica",2021-12-13T22:06:45Z,PT18M27S,UCECJDeK0MNapZbpaOzxrUPA,Luisito Comunica,https://i.ytimg.com/vi/uUPENpBbE5s/default.jpg,21641061,403465,9492,23,"https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Tourism"
